mouth_open,eye_open,left_eye_open,right_eye_open,brow_eye,nose_center_offset,label
0.0007919701873131514,0.10579544633310808,0.11016147870514274,0.10142941396107344,0.20780696327438322,-0.016549617052078247,0
0.0004683453508231895,0.10642071695601561,0.1126568701424102,0.10018456376962102,0.20047354447457152,-0.020061731338500977,0
0.0016809337326771717,0.10670594798794136,0.1120272036405391,0.10138469233534363,0.20675682460941297,-0.017562568187713623,0
0.001595356591559089,0.1050890758335376,0.10705222373744315,0.10312592792963206,0.2063213446572344,-0.01840054988861084,0
0.001176012163290697,0.10454128168046672,0.10917977392893878,0.09990278943199465,0.20628171231261067,-0.019328415393829346,0
0.0009761895824200585,0.10316376409328765,0.10987960823612315,0.09644791995045214,0.20433402600801365,-0.029963672161102295,0
0.001079582148195071,0.10558283302919227,0.11061738646052345,0.10054827959786108,0.1999771562920361,-0.024880915880203247,0
0.000865879504166074,0.09873855441809387,0.10419340888848143,0.09328369994770631,0.19918823975347527,-0.024524599313735962,0
0.0011062795248083972,0.10358534572616927,0.10822755192284003,0.09894313952949851,0.19779548224801718,-0.0257226824760437,0
0.0009275354021018576,0.10306399691472984,0.11224843600646627,0.09387955782299343,0.1982771608348176,-0.02555948495864868,0
0.000917678479053992,0.0316076270833187,0.04958849067831308,0.01362676348832432,0.2831463332309605,-0.02970987558364868,0
0.0006736666400447606,0.10722719482043946,0.11084259734200018,0.10361179229887875,0.19805185485680432,-0.028726637363433838,0
0.0010822411293515315,0.07860127486791102,0.08488258703608112,0.0723199626997409,0.23158909562260732,-0.02782192826271057,0
0.002028209327849337,0.09896638860061324,0.09783186773798537,0.10010090946324111,0.2017179307092257,-0.030379176139831543,0
0.0014505322021136653,0.09821204667495818,0.10273710667607969,0.09368698667383668,0.19916596192947367,-0.03245365619659424,0
0.0011090762526431111,0.10389522540978219,0.10786649603069845,0.09992395478886594,0.19826195633792096,-0.026927143335342407,0
0.0012766610387763137,0.10116581244290007,0.10501723918632676,0.09731438569947337,0.20224531044857758,-0.028433948755264282,0
0.00048403304394996886,0.10313357718150509,0.1127945995190628,0.09347255484394738,0.20064762622304755,-0.029504835605621338,0
0.0011018453379172892,0.10486879300991998,0.11090736914132032,0.09883021687851964,0.20089050425287816,-0.02661585807800293,0
0.0014764427983592796,0.09921464426288454,0.10411644905115165,0.09431283947461744,0.19248030619434517,-0.029818445444107056,0
0.0003301477208702999,0.07598914329329115,0.08057293888057035,0.07140534770601195,0.18857933231673898,-0.03810089826583862,1
0.003202885289880001,0.07387072393652191,0.0802687787172407,0.06747266915580313,0.1952911638977865,-0.03767174482345581,1
0.0021697817477662703,0.07621667151037778,0.07974873365263205,0.07268460936812353,0.1905226741102794,-0.04339662194252014,1
0.0014384043391445784,0.07518616335195674,0.08004032553668061,0.07033200116723286,0.19029692000450557,-0.0374261736869812,1
0.0015818188319566956,0.0786957792019849,0.08284164684423455,0.07454991155973525,0.18625631356873168,-0.036487877368927,1
0.0014673566982661306,0.07816622106540752,0.08207171679620903,0.074260725334606,0.18705121095133448,-0.03590020537376404,1
0.0007285857473120346,0.06687742150780952,0.06440030785617157,0.06935453515944748,0.20050240904227457,-0.03921777009963989,1
0.002345620027987091,0.041250625445998876,0.0352171587748365,0.047284092117161246,0.2357887171650475,-0.041098326444625854,1
0.0011344108199570226,0.07943094477053533,0.0852107564492678,0.07365113309180288,0.19236213033253086,-0.04031512141227722,1
0.0007757169396958289,0.07976509770913118,0.08385287878745422,0.07567731663080812,0.19408354687920776,-0.03663414716720581,1
0.004246084173446049,0.07731912493813203,0.07610700211736321,0.07853124775890084,0.19028890720512515,-0.04010388255119324,1
0.0021461968942837937,0.07748780077762579,0.07894439902776801,0.07603120252748356,0.18943134964132802,-0.039874911308288574,1
0.0009736613779536858,0.07980184953890236,0.08144917758129212,0.0781545214965126,0.19357369601673055,-0.03805118799209595,1
0.002807441528071052,0.0755814331031753,0.07884050173589327,0.07232236447045733,0.19881470363331094,-0.04075181484222412,1
0.0009991544486776184,0.07817794767932934,0.08256044530487931,0.07379545005377937,0.19121905836555717,-0.03387606143951416,1
0.0023479027883691822,0.04910040234449199,0.05159176228822595,0.04660904240075803,0.23903805681610532,-0.03787606954574585,1
0.0011531846267801471,0.07843399111214891,0.0813908028435383,0.0754771793807595,0.2020447006935479,-0.037710040807724,1
0.001358216087263766,0.08128130450661472,0.0857050249553713,0.07685758405785816,0.19964859010461997,-0.03788593411445618,1
0.003975358778683391,0.08373707983479647,0.08576142459920323,0.08171273507038973,0.19542443493243045,-0.04402032494544983,1
0.00026223471343538306,0.08005510084883474,0.07921175898783524,0.08089844270983423,0.2003877655643711,-0.03975808620452881,1
0.1467559082862197,0.0862118927600555,0.09492312836089761,0.0775006571592134,0.17277534541766063,-0.0308266282081604,2
0.15475761583464132,0.07792464221617405,0.07713971551812555,0.07870956891422255,0.17761059462395462,-0.03537207841873169,2
0.14744220123313967,0.07140319550463459,0.0682014301706063,0.07460496083866287,0.1879137041214245,-0.037477970123291016,2
0.1725747946523788,0.07359864496085394,0.07311933111232358,0.07407795880938432,0.1869051000028684,-0.035060226917266846,2
0.16753554857514816,0.07669376137366404,0.07617977288418971,0.07720774986313839,0.18515619488061336,-0.04090186953544617,2
0.14006058528284274,0.07948561267468615,0.08252296445762054,0.07644826089175177,0.18378500303150622,-0.04133668541908264,2
0.15253444693692492,0.077986574881449,0.08347207068660797,0.07250107907629003,0.1847943292963887,-0.04089990258216858,2
0.15966207832165533,0.07761235807347927,0.08164812762748963,0.07357658851946892,0.1826054918187474,-0.04049873352050781,2
0.146071662704106,0.07680893540746139,0.0793748009368705,0.07424306987805228,0.18825192508985372,-0.03752791881561279,2
0.142772544431908,0.07975402163980425,0.08388645779501262,0.07562158548459587,0.1899947678181648,-0.06638100743293762,2
0.1565820761203617,0.07374922254498875,0.07714041155067279,0.07035803353930473,0.19023887438020756,-0.041567087173461914,2
0.14498771105113523,0.07731972217501863,0.08005190046177274,0.07458754388826452,0.18132786243826277,-0.03312143683433533,2
0.15960353355200133,0.07658639259472813,0.0774654270633839,0.07570735812607238,0.18719931381973892,-0.04506659507751465,2
0.16149812570377947,0.0793727166966409,0.08700077539553427,0.07174465799774753,0.18855673694469027,-0.050836533308029175,2
0.16439400200522186,0.08038577090506682,0.0850842269465548,0.07568731486357883,0.1886023125087533,-0.04947859048843384,2
0.16544559056624655,0.0777296455040333,0.07756574769357635,0.07789354331449025,0.1892210009384174,-0.047797709703445435,2
0.15663199074017553,0.06179904204211707,0.05952046892749182,0.06407761515674232,0.2044424700226879,-0.0464920699596405,2
0.1550409811686378,0.08328941176578589,0.08685267371679015,0.07972614981478163,0.18401395220002859,-0.047262370586395264,2
0.15561975545171874,0.07748591378699433,0.08328956888085508,0.07168225869313359,0.18594604258957936,-0.04894757270812988,2
0.1597247737268925,0.07768378776927418,0.07900473268328284,0.0763628428552655,0.1902940211336733,-0.0455382764339447,2
0.45428994923519955,0.01727141097145421,0.014589416273558739,0.01995340566934968,0.21746021045317276,-0.03066319227218628,3
0.4494359877426834,0.014632049386763274,0.015143543723633373,0.014120555049893175,0.19372825213067182,-0.026006311178207397,3
0.42287743249454807,0.012040510364591174,0.010703310765590732,0.013377709963591616,0.19228354973576328,-0.026247859001159668,3
0.46532439308611956,0.013673365778546387,0.011514466503277847,0.015832265053814926,0.193701814194212,-0.03104141354560852,3
0.449935578153425,0.009233608676189987,0.006706054315356891,0.011761163037023082,0.19480152063264733,-0.031926870346069336,3
0.43364581019176396,0.011126902559666748,0.010135007452580141,0.012118797666753353,0.19862651034841114,-0.022949159145355225,3
0.4539511704034535,0.016771437137635153,0.013366914491698788,0.02017595978357152,0.19634657585844334,-0.02365902066230774,3
0.4456797358601715,0.015104704183151556,0.014690936782233866,0.015518471584069249,0.20022906697440498,-0.027966946363449097,3
0.4418624600929376,0.014277106362307772,0.01171365066204562,0.016840562062569925,0.1986519008663432,-0.026903927326202393,3
0.42039497515549834,0.010870374961894011,0.011200576323062374,0.010540173600725646,0.19856058185211006,-0.02567601203918457,3
0.3961605041718591,0.007922639663220385,0.008292027258506501,0.00755325206793427,0.19514740135166925,-0.02648797631263733,3
0.41516861866444843,0.018974630128642353,0.020246193418533568,0.01770306683875114,0.17413063308501248,-0.024239838123321533,3
0.41656350014370636,0.017876977648955177,0.01572489657393146,0.020029058723978893,0.17629001969656416,-0.022024095058441162,3
0.3717975279811807,0.01792115490206933,0.01702024367138167,0.018822066132756988,0.1726987487825126,-0.014142125844955444,3
0.317166804979648,0.013283447322768538,0.00696187615522263,0.019605018490314447,0.19256470130672604,-0.011794805526733398,3
0.30696043168213166,0.012857943925667366,0.013636130225997727,0.012079757625337003,0.1914389794086178,-0.014023751020431519,3
0.30809957604908894,0.01135142432825822,0.008494831360146868,0.014208017296369571,0.19043100499716253,-0.0124894380569458,3
0.32669992994752467,0.00932300159919242,0.007655380469100728,0.010990622729284113,0.18920954599673562,-0.014321386814117432,3
0.38648458476233705,0.0115354472612279,0.006536783328795425,0.016534111193660373,0.19084205433432022,-0.01552554965019226,3
0.49338574903534926,0.009821432758772727,0.005521580467151324,0.014121285050394129,0.2045746925614441,-0.014985799789428711,3
